Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","156","Sugar cane","1991","1991","7021","Annual value","USD","22.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","1991","1991","7021","Annual value","USD","505.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","1991","1991","7021","Annual value","USD","1148.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","205","Vetches","1991","1991","7021","Annual value","USD","287.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","1991","1991","7021","Annual value","USD","269.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","1992","1992","7021","Annual value","USD","237.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","1992","1992","7021","Annual value","USD","421.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","1992","1992","7021","Annual value","USD","462.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","329","Cottonseed","1992","1992","7021","Annual value","USD","246","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1992","1992","7021","Annual value","USD","1710","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","1992","1992","7021","Annual value","USD","596.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","1992","1992","7021","Annual value","USD","295.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","1992","1992","7021","Annual value","USD","2404.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","1992","1992","7021","Annual value","USD","1132.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","1992","1992","7021","Annual value","USD","2355.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","867","Meat, cattle","1992","1992","7021","Annual value","USD","4567.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1058","Meat, chicken","1992","1992","7021","Annual value","USD","1698.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","977","Meat, sheep","1992","1992","7021","Annual value","USD","4708.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","1992","1992","7021","Annual value","USD","332.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","1992","1992","7021","Annual value","USD","257.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","1992","1992","7021","Annual value","USD","479","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","211","Pulses nes","1992","1992","7021","Annual value","USD","366.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","270","Rapeseed","1992","1992","7021","Annual value","USD","480.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","27","Rice, paddy","1992","1992","7021","Annual value","USD","445.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","71","Rye","1992","1992","7021","Annual value","USD","339.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","328","Seed cotton","1992","1992","7021","Annual value","USD","667.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","1992","1992","7021","Annual value","USD","253","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","236","Soybeans","1992","1992","7021","Annual value","USD","433.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","157","Sugar beet","1992","1992","7021","Annual value","USD","34.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","156","Sugar cane","1992","1992","7021","Annual value","USD","22.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","1992","1992","7021","Annual value","USD","515.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","1992","1992","7021","Annual value","USD","1171.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","205","Vetches","1992","1992","7021","Annual value","USD","310.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","1992","1992","7021","Annual value","USD","316.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","221","Almonds, with shell","1993","1993","7021","Annual value","USD","202.2","Fc","Calculated data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","1993","1993","7021","Annual value","USD","216.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","1993","1993","7021","Annual value","USD","787.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1183","Beeswax","1993","1993","7021","Annual value","USD","3226.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","1993","1993","7021","Annual value","USD","478.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","1993","1993","7021","Annual value","USD","520.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","329","Cottonseed","1993","1993","7021","Annual value","USD","225.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1993","1993","7021","Annual value","USD","1591.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","1993","1993","7021","Annual value","USD","361.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1993","1993","7021","Annual value","USD","532.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1182","Honey, natural","1993","1993","7021","Annual value","USD","3118.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","1993","1993","7021","Annual value","USD","767.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","1993","1993","7021","Annual value","USD","269.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","1993","1993","7021","Annual value","USD","2303.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","1993","1993","7021","Annual value","USD","1064.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","1993","1993","7021","Annual value","USD","2375.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","867","Meat, cattle","1993","1993","7021","Annual value","USD","4377","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1058","Meat, chicken","1993","1993","7021","Annual value","USD","1597","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","977","Meat, sheep","1993","1993","7021","Annual value","USD","4748","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","1993","1993","7021","Annual value","USD","305.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","1993","1993","7021","Annual value","USD","258.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","1993","1993","7021","Annual value","USD","296.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","403","Onions, dry","1993","1993","7021","Annual value","USD","163.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","1993","1993","7021","Annual value","USD","166.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","1993","1993","7021","Annual value","USD","637.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","1993","1993","7021","Annual value","USD","276.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","270","Rapeseed","1993","1993","7021","Annual value","USD","442","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","27","Rice, paddy","1993","1993","7021","Annual value","USD","408.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","328","Seed cotton","1993","1993","7021","Annual value","USD","613","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","1993","1993","7021","Annual value","USD","204.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","236","Soybeans","1993","1993","7021","Annual value","USD","397.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","157","Sugar beet","1993","1993","7021","Annual value","USD","32.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","156","Sugar cane","1993","1993","7021","Annual value","USD","21","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","1993","1993","7021","Annual value","USD","452.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","1993","1993","7021","Annual value","USD","1075.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","1993","1993","7021","Annual value","USD","193.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","205","Vetches","1993","1993","7021","Annual value","USD","278.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","1993","1993","7021","Annual value","USD","293.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","221","Almonds, with shell","1994","1994","7021","Annual value","USD","233.4","Fc","Calculated data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","1994","1994","7021","Annual value","USD","130.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","1994","1994","7021","Annual value","USD","1042.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1183","Beeswax","1994","1994","7021","Annual value","USD","3259.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","1994","1994","7021","Annual value","USD","464","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","1994","1994","7021","Annual value","USD","782.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","329","Cottonseed","1994","1994","7021","Annual value","USD","228.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1994","1994","7021","Annual value","USD","1369.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","1994","1994","7021","Annual value","USD","308.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1994","1994","7021","Annual value","USD","781.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1182","Honey, natural","1994","1994","7021","Annual value","USD","3151.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","1994","1994","7021","Annual value","USD","873.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","1994","1994","7021","Annual value","USD","245.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","1994","1994","7021","Annual value","USD","2965.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","1994","1994","7021","Annual value","USD","1173.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","1994","1994","7021","Annual value","USD","2634","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","867","Meat, cattle","1994","1994","7021","Annual value","USD","5639.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1058","Meat, chicken","1994","1994","7021","Annual value","USD","1760.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","977","Meat, sheep","1994","1994","7021","Annual value","USD","5268","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","1994","1994","7021","Annual value","USD","319.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","1994","1994","7021","Annual value","USD","195.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","1994","1994","7021","Annual value","USD","333.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","403","Onions, dry","1994","1994","7021","Annual value","USD","180.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","1994","1994","7021","Annual value","USD","180.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","1994","1994","7021","Annual value","USD","528.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","1994","1994","7021","Annual value","USD","223.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","270","Rapeseed","1994","1994","7021","Annual value","USD","445.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","27","Rice, paddy","1994","1994","7021","Annual value","USD","412.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","328","Seed cotton","1994","1994","7021","Annual value","USD","673.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","1994","1994","7021","Annual value","USD","177.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","236","Soybeans","1994","1994","7021","Annual value","USD","347.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","157","Sugar beet","1994","1994","7021","Annual value","USD","34","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","156","Sugar cane","1994","1994","7021","Annual value","USD","22.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","1994","1994","7021","Annual value","USD","472.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","1994","1994","7021","Annual value","USD","1195.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","1994","1994","7021","Annual value","USD","156.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","205","Vetches","1994","1994","7021","Annual value","USD","253.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","1994","1994","7021","Annual value","USD","259.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","221","Almonds, with shell","1995","1995","7021","Annual value","USD","274.1","Fc","Calculated data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","1995","1995","7021","Annual value","USD","230.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1183","Beeswax","1995","1995","7021","Annual value","USD","3512.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","1995","1995","7021","Annual value","USD","556.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","1995","1995","7021","Annual value","USD","1240","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","329","Cottonseed","1995","1995","7021","Annual value","USD","245.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1995","1995","7021","Annual value","USD","1615.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","1995","1995","7021","Annual value","USD","343.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1995","1995","7021","Annual value","USD","901.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1182","Honey, natural","1995","1995","7021","Annual value","USD","3512.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","1995","1995","7021","Annual value","USD","836","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","1995","1995","7021","Annual value","USD","292.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","1995","1995","7021","Annual value","USD","3081.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","1995","1995","7021","Annual value","USD","1100.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","1995","1995","7021","Annual value","USD","3015.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","867","Meat, cattle","1995","1995","7021","Annual value","USD","5854.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1058","Meat, chicken","1995","1995","7021","Annual value","USD","1651","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","977","Meat, sheep","1995","1995","7021","Annual value","USD","5643.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","1995","1995","7021","Annual value","USD","351.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","1995","1995","7021","Annual value","USD","259.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","1995","1995","7021","Annual value","USD","482.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","403","Onions, dry","1995","1995","7021","Annual value","USD","179.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","1995","1995","7021","Annual value","USD","934.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","1995","1995","7021","Annual value","USD","311.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","270","Rapeseed","1995","1995","7021","Annual value","USD","480.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","27","Rice, paddy","1995","1995","7021","Annual value","USD","445","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","328","Seed cotton","1995","1995","7021","Annual value","USD","761.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","1995","1995","7021","Annual value","USD","402.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","236","Soybeans","1995","1995","7021","Annual value","USD","374.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","157","Sugar beet","1995","1995","7021","Annual value","USD","36.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","156","Sugar cane","1995","1995","7021","Annual value","USD","23.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","1995","1995","7021","Annual value","USD","539.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","1995","1995","7021","Annual value","USD","1288","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","1995","1995","7021","Annual value","USD","234.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","205","Vetches","1995","1995","7021","Annual value","USD","400.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","1995","1995","7021","Annual value","USD","340.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","221","Almonds, with shell","1996","1996","7021","Annual value","USD","456.3","Fc","Calculated data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","1996","1996","7021","Annual value","USD","165.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","1996","1996","7021","Annual value","USD","920.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1183","Beeswax","1996","1996","7021","Annual value","USD","3442","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","1996","1996","7021","Annual value","USD","422.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","1996","1996","7021","Annual value","USD","1003.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","329","Cottonseed","1996","1996","7021","Annual value","USD","240.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1996","1996","7021","Annual value","USD","1560.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","1996","1996","7021","Annual value","USD","372.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1996","1996","7021","Annual value","USD","655.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1182","Honey, natural","1996","1996","7021","Annual value","USD","3442","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","1996","1996","7021","Annual value","USD","585.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","1996","1996","7021","Annual value","USD","250.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","1996","1996","7021","Annual value","USD","3225.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","1996","1996","7021","Annual value","USD","1147.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","1996","1996","7021","Annual value","USD","2937.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","867","Meat, cattle","1996","1996","7021","Annual value","USD","6539.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1058","Meat, chicken","1996","1996","7021","Annual value","USD","1721","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","977","Meat, sheep","1996","1996","7021","Annual value","USD","6069.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","1996","1996","7021","Annual value","USD","344.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","1996","1996","7021","Annual value","USD","220.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","1996","1996","7021","Annual value","USD","330.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","403","Onions, dry","1996","1996","7021","Annual value","USD","218","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","1996","1996","7021","Annual value","USD","550.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","1996","1996","7021","Annual value","USD","218","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","270","Rapeseed","1996","1996","7021","Annual value","USD","424.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","27","Rice, paddy","1996","1996","7021","Annual value","USD","436","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","1996","1996","7021","Annual value","USD","228.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","236","Soybeans","1996","1996","7021","Annual value","USD","367.1","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","157","Sugar beet","1996","1996","7021","Annual value","USD","37.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","156","Sugar cane","1996","1996","7021","Annual value","USD","25.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","1996","1996","7021","Annual value","USD","415.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","1996","1996","7021","Annual value","USD","1376.8","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","1996","1996","7021","Annual value","USD","184.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","205","Vetches","1996","1996","7021","Annual value","USD","346.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","1996","1996","7021","Annual value","USD","266.2","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","221","Almonds, with shell","1997","1997","7021","Annual value","USD","208.4","Fc","Calculated data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","1997","1997","7021","Annual value","USD","176.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","1997","1997","7021","Annual value","USD","697","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1183","Beeswax","1997","1997","7021","Annual value","USD","3148.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","1997","1997","7021","Annual value","USD","366.3","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","1997","1997","7021","Annual value","USD","462.9","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","329","Cottonseed","1997","1997","7021","Annual value","USD","220.4","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","1997","1997","7021","Annual value","USD","1322.5","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","1997","1997","7021","Annual value","USD","308.6","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1997","1997","7021","Annual value","USD","649.7","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","1182","Honey, natural","1997","1997","7021","Annual value","USD","3148.9","","Official data"
